NAPS_ID,EMS_ID,STATION_NAME,REGION,OWNER,DATE,MONTH,YEAR,MONTHLY1-HR_AVG-STATION,ANNUAL1-HR_AVG-STATION,MONTHLY1-HR_AVG-REGION,ANNUAL1-HR_AVG-REGION,LAT,LONG
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-01-01 01:00:00,1,1996,10.195,12.067,10.195,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-01-01 01:00:00,1,1996,10.195,12.067,10.195,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-02-01 00:00:00,2,1996,9.0,12.067,9.0,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-02-01 00:00:00,2,1996,9.0,12.067,9.0,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-07-01 01:00:00,7,1996,13.376,12.067,12.748,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-07-01 01:00:00,7,1996,13.376,12.067,12.748,11.32,50.018425,-125.2844
10,E223361,Duncan Mobile,01 - Vancouver Island,ENV,1996-07-01 01:00:00,7,1996,12.123,9.95,12.748,11.32,48.9128,-123.7814
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-08-01 00:00:00,8,1996,13.918,12.067,11.698,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-08-01 00:00:00,8,1996,13.918,12.067,11.698,11.32,50.018425,-125.2844
10,E223361,Duncan Mobile,01 - Vancouver Island,ENV,1996-08-01 00:00:00,8,1996,9.465,9.95,11.698,11.32,48.9128,-123.7814
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-09-01 00:00:00,9,1996,10.435,12.067,9.207,11.32,50.018425,-125.2844
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-09-01 00:00:00,9,1996,10.435,12.067,9.207,11.32,50.018425,-125.2844
10,E223361,Duncan Mobile,01 - Vancouver Island,ENV,1996-09-01 00:00:00,9,1996,7.976,9.95,9.207,11.32,48.9128,-123.7814
102801,E222520,Elk Falls Dogwood,01 - Vancouver Island,INDUSTRY,1996-10-01 00:00:00,10,1996,14.418,12.067,12.638,11.32,50.018425,-125.2844
