NAPS_ID,EMS_ID,STATION_NAME,REGION,OWNER,DATE,MONTH,YEAR,MONTHLY1-HR_AVG-STATION,ANNUAL1-HR_AVG-STATION,MONTHLY1-HR_AVG-REGION,ANNUAL1-HR_AVG-REGION,LAT,LONG
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-01-01 02:00:00,1,1980,23.859,23.496,23.859,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-02-01 00:00:00,2,1980,21.951,23.496,21.951,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-03-01 00:00:00,3,1980,23.02,23.496,23.02,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-04-01 00:00:00,4,1980,29.308,23.496,29.308,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-05-01 00:00:00,5,1980,22.7,23.496,22.7,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-06-01 00:00:00,6,1980,19.041,23.496,19.041,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1980-07-01 00:00:00,7,1980,25.1,23.496,25.1,23.496,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-01-08 17:00:00,1,1981,32.62,23.604,32.62,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-02-01 00:00:00,2,1981,29.24,23.604,29.24,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-03-01 00:00:00,3,1981,35.42,23.604,35.42,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-05-01 02:00:00,5,1981,28.695,23.604,28.695,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-06-01 00:00:00,6,1981,20.41,23.604,20.41,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-07-01 00:00:00,7,1981,17.492,23.604,17.492,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-08-21 15:00:00,8,1981,28.101,23.604,28.101,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-09-01 00:00:00,9,1981,19.176,23.604,19.176,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-10-01 00:00:00,10,1981,21.248,23.604,21.248,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-11-01 00:00:00,11,1981,17.003,23.604,17.003,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1981-12-01 00:00:00,12,1981,21.182,23.604,21.182,23.604,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1982-01-01 00:00:00,1,1982,17.606,20.936,17.606,20.936,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1982-02-01 00:00:00,2,1982,24.018,20.936,24.018,20.936,48.4244,-123.3597
10,0110000,Victoria Air 1,01 - Vancouver Island,ENV,1982-03-01 00:00:00,3,1982,24.659,20.936,24.659,20.936,48.4244,-123.3597
10,0110030,Victoria PAPS,01 - Vancouver Island,MVRD,1983-09-19 16:00:00,9,1983,28.265,26.724,28.265,26.724,48.4239,-123.3553
10,0110030,Victoria PAPS,01 - Vancouver Island,MVRD,1983-10-01 00:00:00,10,1983,26.849,26.724,26.849,26.724,48.4239,-123.3553
10,0110030,Victoria PAPS,01 - Vancouver Island,MVRD,1983-11-01 00:00:00,11,1983,20.085,26.724,20.085,26.724,48.4239,-123.3553
