NAPS_ID,EMS_ID,STATION_NAME,REGION,OWNER,DATE,MONTH,YEAR,MONTHLY1-HR_AVG,ANNUAL1-HR_AVG
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-11-28,11,2003,8.649,6.625
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-11-30,12,2003,6.467,6.625
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-12-31,1,2004,12.088,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-01-31,2,2004,7.966,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-02-29,3,2004,4.452,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-03-31,4,2004,5.976,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-04-30,5,2004,4.143,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-05-31,6,2004,3.05,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-06-30,7,2004,3.187,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-07-31,8,2004,3.226,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-08-31,9,2004,5.804,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-09-30,10,2004,10.334,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-10-31,11,2004,19.351,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-11-30,12,2004,14.953,7.896
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-12-31,1,2005,8.91,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-01-31,2,2005,15.709,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-02-28,3,2005,5.897,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-03-31,4,2005,3.203,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-04-30,5,2005,3.617,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-05-31,6,2005,3.724,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-06-30,7,2005,4.111,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-07-31,8,2005,4.51,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-08-31,9,2005,8.263,7.932
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-09-30,10,2005,6.714,7.932
