NAPS_ID,EMS_ID,STATION_NAME,REGION,OWNER,DATE,MONTH,YEAR,MONTHLY1-HR_AVG,ANNUAL1-HR_AVG
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-11-28,11,2003,12.053,11.303
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-11-30,12,2003,11.245,11.303
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2003-12-31,1,2004,12.165,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-01-31,2,2004,13.695,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-02-29,3,2004,9.157,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-03-31,4,2004,10.7,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-04-30,5,2004,8.213,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-05-31,6,2004,7.822,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-06-30,7,2004,7.635,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-07-31,8,2004,7.254,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-08-31,9,2004,7.722,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-09-30,10,2004,9.432,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-10-31,11,2004,11.279,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-11-30,12,2004,9.682,9.55
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2004-12-31,1,2005,10.074,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-01-31,2,2005,14.973,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-02-28,3,2005,10.419,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-03-31,4,2005,8.25,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-04-30,5,2005,7.452,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-05-31,6,2005,7.04,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-06-30,7,2005,7.032,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-07-31,8,2005,8.21,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-08-31,9,2005,9.112,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-09-30,10,2005,9.155,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-10-31,11,2005,8.928,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-11-30,12,2005,10.66,9.269
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2005-12-31,1,2006,8.74,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-01-31,2,2006,8.825,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-02-28,3,2006,8.767,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-03-31,4,2006,8.245,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-04-30,5,2006,8.293,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-05-31,6,2006,6.784,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-06-30,7,2006,6.561,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-07-31,8,2006,7.527,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-08-31,9,2006,9.362,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-09-30,10,2006,9.972,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-10-31,11,2006,7.351,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-11-30,12,2006,11.802,8.513
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2006-12-31,1,2007,12.028,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-01-31,2,2007,10.505,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-02-28,3,2007,9.349,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-04-02,4,2007,7.754,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-04-30,5,2007,7.977,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-05-31,6,2007,6.657,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-06-30,7,2007,6.985,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-07-31,8,2007,7.646,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-08-31,9,2007,7.988,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-09-30,10,2007,8.941,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-10-31,11,2007,8.881,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-12-07,12,2007,9.796,8.675
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2007-12-31,1,2008,11.699,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-01-31,2,2008,10.201,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-02-29,3,2008,7.693,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-03-31,4,2008,6.215,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-04-30,5,2008,7.132,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-05-31,6,2008,5.529,7.924
10,E246240,Abbotsford Airport Walmsley Road,02 - Lower Mainland,MVRD,2008-06-30,7,2008,5.665,7.924
